DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2026-03-29 19:13:29,703,187,0,1151.23,682.994,93.5,81,7573.5,0,0,293.059,405.027
2026-03-29 19:13:31,194,571,0,1406.921,512.696,285.5,163.088,46561.5,558,0,332.315,477.48
2026-03-29 19:13:33,2,41,0,585.61,368.031,20.5,165,3382.5,41,0,118.195,205.073
2026-03-29 19:13:35,0,1,0,11,0,0.5,165,82.5,1,0,4,5
