DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2026-03-29 17:33:25,390,279,0,662.201,395.204,139.5,104.785,14617.5,79,0,198.649,256.204
2026-03-29 17:33:27,22,205,0,731.907,356.597,102.5,165,16912.5,205,0,179.244,263.42
2026-03-29 17:33:29,2,14,0,6.929,2.017,7,165,1155,14,0,2.071,3.143
2026-03-29 17:33:31,0,2,0,11.5,1.5,1,165,165,2,0,4,5.5
