DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2026-04-06 20:03:23,410,95,0,371.242,237.982,47.5,81,3847.5,0,0,62.832,117.379
2026-04-06 20:03:25,403,77,0,754.506,296.564,38.5,81,3118.5,0,0,188.909,347.104
2026-04-06 20:03:27,102,328,0,1049.637,359.414,164,157.829,25884,300,0,272.582,376.277
