DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2026-03-27 17:43:23,717,83,0,22.289,19.949,41.5,74,3071,0,0,2.277,5.024
2026-03-27 17:43:25,701,62,0,549.242,358.012,31,74,2294,0,0,147.226,200.435
2026-03-27 17:43:27,160,495,0,985.97,494.489,247.5,154.889,38335,440,0,226.747,290.061
2026-03-27 17:43:29,9,151,0,654.715,497.055,75.5,165,12457.5,151,0,142.563,171.821
2026-03-27 17:43:31,2,7,0,10.571,4.135,3.5,165,577.5,7,0,2.571,4.429
2026-03-27 17:43:33,1,1,0,13,0,0.5,165,82.5,1,0,3,5
2026-03-27 17:43:35,0,1,0,13,0,0.5,165,82.5,1,0,3,6
