DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2026-03-27 18:03:20,411,142,0,291.394,205.748,71,77,5467,0,0,71.606,133.134
2026-03-27 18:03:22,190,305,0,425.351,303.185,152.5,148.266,22610.5,247,0,142.57,192.849
2026-03-27 18:03:24,10,43,0,6.186,2.471,21.5,165,3547.5,43,0,1.651,2.581
2026-03-27 18:03:26,0,10,0,9.7,5.33,5,165,825,10,0,1.8,3
