Order,Lock,Vuser,DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
8,Adaptive Lock,1000,2026-04-22 22:14:20,0,1,0,11.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
9,Pessimistic Lock,500,2026-04-13 17:14:14,422,129,0,91.984,129.721,64.5,81.0,5224.5,0,0,33.791,45.93
9,Pessimistic Lock,500,2026-04-13 17:14:16,134,317,0,301.909,259.063,158.5,146.186,23170.5,246,0,129.088,168.59
9,Pessimistic Lock,500,2026-04-13 17:14:18,13,47,0,6.34,2.587,23.5,165.0,3877.5,47,0,1.851,2.745
9,Pessimistic Lock,500,2026-04-13 17:14:20,1,6,0,9.667,2.055,3.0,165.0,495.0,6,0,2.833,4.0
9,Pessimistic Lock,500,2026-04-13 17:14:22,1,1,0,11.0,0.0,0.5,165.0,82.5,1,0,3.0,4.0
9,Pessimistic Lock,800,2026-04-13 17:25:30,712,178,1,486.135,467.039,89.0,81.0,7209.0,0,0,126.18,172.612
9,Pessimistic Lock,800,2026-04-13 17:25:32,156,465,0,759.516,355.565,232.5,161.206,37480.5,444,0,223.735,315.794
9,Pessimistic Lock,800,2026-04-13 17:25:34,12,144,0,192.604,234.289,72.0,165.0,11880.0,144,0,65.938,84.792
9,Pessimistic Lock,800,2026-04-13 17:25:36,1,11,0,6.818,3.38,5.5,165.0,907.5,11,0,2.091,3.182
9,Pessimistic Lock,800,2026-04-13 17:25:38,0,1,0,7.0,0.0,0.5,165.0,82.5,1,0,2.0,3.0
9,Pessimistic Lock,1000,2026-04-13 17:36:40,911,95,0,24.484,22.578,47.5,81.0,3847.5,0,0,5.168,9.516
9,Pessimistic Lock,1000,2026-04-13 17:36:42,900,216,0,1031.319,545.287,108.0,124.167,13410.0,111,0,297.718,404.477
9,Pessimistic Lock,1000,2026-04-13 17:36:44,142,661,0,1000.97,493.009,330.5,165.0,54532.5,661,0,278.744,383.062
9,Pessimistic Lock,1000,2026-04-13 17:36:46,13,19,0,6.632,2.738,9.5,165.0,1567.5,19,0,1.947,3.053
9,Pessimistic Lock,1000,2026-04-13 17:36:48,4,7,0,8.714,2.711,3.5,165.0,577.5,7,0,2.714,4.0
9,Pessimistic Lock,1000,2026-04-13 17:36:50,1,1,0,10.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
9,Pessimistic Lock,1000,2026-04-13 17:36:52,0,1,0,9.0,0.0,0.5,165.0,82.5,1,0,2.0,4.0
9,Spin Lock,500,2026-04-13 17:47:57,326,174,0,432.695,465.751,87.0,74.0,6438.0,0,0,113.569,120.46
9,Spin Lock,500,2026-04-13 17:47:59,84,242,0,249.335,292.176,121.0,155.223,18782.0,216,0,110.876,134.744
9,Spin Lock,500,2026-04-13 17:48:01,7,77,0,6.87,6.901,38.5,165.0,6352.5,77,0,1.948,2.727
9,Spin Lock,500,2026-04-13 17:48:03,2,5,0,7.8,2.4,2.5,165.0,412.5,5,0,2.0,3.4
9,Spin Lock,500,2026-04-13 17:48:05,0,2,0,11.0,1.0,1.0,165.0,165.0,2,0,3.0,4.5
9,Spin Lock,800,2026-04-13 17:59:11,709,160,0,419.4,449.118,80.0,74.0,5920.0,0,0,159.613,180.05
9,Spin Lock,800,2026-04-13 17:59:13,285,469,0,663.495,469.009,234.5,157.239,36872.5,429,0,239.676,299.345
9,Spin Lock,800,2026-04-13 17:59:15,18,165,0,444.03,386.413,82.5,165.0,13612.5,165,0,112.448,124.873
9,Spin Lock,800,2026-04-13 17:59:17,1,5,0,8.4,2.332,2.5,165.0,412.5,5,0,2.4,3.8
9,Spin Lock,800,2026-04-13 17:59:19,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
9,Spin Lock,1000,2026-04-13 18:10:19,912,91,0,230.769,174.342,45.5,74.0,3367.0,0,0,56.615,125.879
9,Spin Lock,1000,2026-04-13 18:10:21,847,249,0,742.775,509.017,124.5,125.165,15583.0,140,0,174.912,234.803
9,Spin Lock,1000,2026-04-13 18:10:23,440,308,0,655.201,392.859,154.0,165.0,25410.0,308,0,156.88,203.636
9,Spin Lock,1000,2026-04-13 18:10:25,107,327,0,527.609,398.741,163.5,165.0,26977.5,327,0,153.468,190.361
9,Spin Lock,1000,2026-04-13 18:10:27,5,22,0,8.318,4.038,11.0,165.0,1815.0,22,0,1.818,2.864
9,Spin Lock,1000,2026-04-13 18:10:29,1,2,0,10.0,1.0,1.0,165.0,165.0,2,0,3.5,4.5
9,Spin Lock,1000,2026-04-13 18:10:31,0,1,0,6.0,0.0,0.5,165.0,82.5,1,0,1.0,2.0
9,Pub/Sub Lock,500,2026-04-13 18:21:26,412,89,0,13.899,12.45,44.5,77.0,3426.5,0,0,2.337,4.629
9,Pub/Sub Lock,500,2026-04-13 18:21:28,147,312,0,399.83,314.04,156.0,133.692,20856.0,201,0,165.577,185.179
9,Pub/Sub Lock,500,2026-04-13 18:21:30,21,83,0,5.747,2.728,41.5,165.0,6847.5,83,0,1.627,2.422
9,Pub/Sub Lock,500,2026-04-13 18:21:32,4,15,0,9.333,3.789,7.5,165.0,1237.5,15,0,2.533,3.933
9,Pub/Sub Lock,500,2026-04-13 18:21:34,0,1,0,6.0,0.0,0.5,165.0,82.5,1,0,2.0,2.0
9,Pub/Sub Lock,800,2026-04-13 18:32:41,712,145,0,110.91,126.544,72.5,77.0,5582.5,0,0,50.172,59.959
9,Pub/Sub Lock,800,2026-04-13 18:32:43,414,420,0,952.65,437.29,210.0,153.476,32230.0,365,0,290.152,368.54
9,Pub/Sub Lock,800,2026-04-13 18:32:45,38,209,0,496.206,490.331,104.5,165.0,17242.5,209,0,171.584,197.785
9,Pub/Sub Lock,800,2026-04-13 18:32:47,4,22,0,6.318,2.031,11.0,165.0,1815.0,22,0,1.636,2.591
9,Pub/Sub Lock,800,2026-04-13 18:32:49,0,4,0,11.25,2.046,2.0,165.0,330.0,4,0,2.75,4.25
9,Pub/Sub Lock,1000,2026-04-13 18:43:54,814,199,0,491.668,290.255,99.5,77.0,7661.5,0,0,190.427,241.608
9,Pub/Sub Lock,1000,2026-04-13 18:43:56,234,724,0,801.544,564.528,362.0,164.878,59686.0,723,0,234.959,291.514
9,Pub/Sub Lock,1000,2026-04-13 18:43:58,18,65,0,5.754,2.09,32.5,165.0,5362.5,65,0,1.523,2.354
9,Pub/Sub Lock,1000,2026-04-13 18:44:00,1,12,0,7.083,2.9,6.0,165.0,990.0,12,0,1.75,2.833
9,ZooKeeper Lock,500,2026-04-13 18:54:59,413,93,0,51.237,57.238,46.5,79.0,3673.5,0,0,12.29,17.559
9,ZooKeeper Lock,500,2026-04-13 18:55:01,402,254,0,526.358,249.081,127.0,128.772,16354.0,147,0,176.197,213.831
9,ZooKeeper Lock,500,2026-04-13 18:55:03,8,147,0,585.286,484.339,73.5,165.0,12127.5,147,0,164.293,206.374
9,ZooKeeper Lock,500,2026-04-13 18:55:05,2,5,0,11.4,3.262,2.5,165.0,412.5,5,0,2.2,3.6
9,ZooKeeper Lock,500,2026-04-13 18:55:07,0,1,0,15.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
9,ZooKeeper Lock,800,2026-04-13 19:06:13,706,154,0,212.143,237.783,77.0,79.0,6083.0,0,0,68.357,91.506
9,ZooKeeper Lock,800,2026-04-13 19:06:15,201,480,0,737.506,610.011,240.0,156.758,37622.0,434,0,207.75,239.319
9,ZooKeeper Lock,800,2026-04-13 19:06:17,18,153,0,501.863,408.665,76.5,165.0,12622.5,153,0,102.556,133.706
9,ZooKeeper Lock,800,2026-04-13 19:06:19,2,11,0,9.273,2.562,5.5,165.0,907.5,11,0,1.909,3.273
9,ZooKeeper Lock,800,2026-04-13 19:06:21,1,1,0,14.0,0.0,0.5,165.0,82.5,1,0,3.0,4.0
9,ZooKeeper Lock,800,2026-04-13 19:06:23,0,1,0,13.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
9,ZooKeeper Lock,1000,2026-04-13 19:17:24,818,182,0,533.22,504.538,91.0,79.0,7189.0,0,0,164.813,187.275
9,ZooKeeper Lock,1000,2026-04-13 19:17:26,605,315,0,1078.781,515.794,157.5,160.086,25213.5,297,0,258.508,310.502
9,ZooKeeper Lock,1000,2026-04-13 19:17:28,140,378,0,853.836,443.041,189.0,165.0,31185.0,378,0,219.709,268.146
9,ZooKeeper Lock,1000,2026-04-13 19:17:30,8,121,0,306.488,266.823,60.5,165.0,9982.5,121,0,78.074,101.876
9,ZooKeeper Lock,1000,2026-04-13 19:17:32,2,3,0,10.667,1.886,1.5,165.0,247.5,3,0,3.0,4.0
9,ZooKeeper Lock,1000,2026-04-13 19:17:34,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
9,Adaptive Lock,500,2026-04-22 22:28:01,418,92,0,14.0,15.171,46.0,81.0,3726.0,0,0,3.663,6.141
9,Adaptive Lock,500,2026-04-22 22:28:03,183,251,0,288.733,280.677,125.5,128.857,16171.5,143,0,123.335,164.135
9,Adaptive Lock,500,2026-04-22 22:28:05,15,147,0,447.939,413.135,73.5,165.0,12127.5,147,0,84.517,126.85
9,Adaptive Lock,500,2026-04-22 22:28:07,1,10,0,8.3,2.83,5.0,165.0,825.0,10,0,2.7,3.9
9,Adaptive Lock,800,2026-04-22 22:39:03,711,154,0,331.169,345.28,77.0,81.0,6237.0,0,0,113.623,135.273
9,Adaptive Lock,800,2026-04-22 22:39:05,607,94,0,241.894,374.753,47.0,123.894,5823.0,48,0,103.936,138.032
9,Adaptive Lock,800,2026-04-22 22:39:07,250,408,0,418.123,309.197,204.0,165.0,33660.0,408,0,146.348,200.071
9,Adaptive Lock,800,2026-04-22 22:39:09,9,138,0,656.761,487.42,69.0,165.0,11385.0,138,0,244.71,299.638
9,Adaptive Lock,800,2026-04-22 22:39:11,2,5,0,8.4,2.417,2.5,165.0,412.5,5,0,2.8,3.8
9,Adaptive Lock,800,2026-04-22 22:39:13,0,1,0,10.0,0.0,0.5,165.0,82.5,1,0,3.0,4.0
9,Adaptive Lock,1000,2026-04-22 22:50:15,910,90,0,85.444,75.995,45.0,81.0,3645.0,0,0,24.511,37.867
9,Adaptive Lock,1000,2026-04-22 22:50:17,761,264,0,823.928,687.177,132.0,130.0,17160.0,154,0,241.826,393.97
9,Adaptive Lock,1000,2026-04-22 22:50:19,422,297,0,668.983,390.825,148.5,165.0,24502.5,297,0,177.727,253.512
9,Adaptive Lock,1000,2026-04-22 22:50:21,17,337,0,830.276,366.182,168.5,165.0,27802.5,337,0,205.279,269.7
9,Adaptive Lock,1000,2026-04-22 22:50:23,1,11,0,9.273,1.814,5.5,165.0,907.5,11,0,2.636,3.909
9,Adaptive Lock,1000,2026-04-22 22:50:25,0,1,0,13.0,0.0,0.5,165.0,82.5,1,0,4.0,6.0
10,Pessimistic Lock,500,2026-04-13 19:44:40,431,142,0,46.535,66.572,71.0,81.0,5751.0,0,0,19.662,25.718
10,Pessimistic Lock,500,2026-04-13 19:44:42,217,282,0,243.748,277.879,141.0,147.723,20829.0,224,0,74.55,111.457
10,Pessimistic Lock,500,2026-04-13 19:44:44,10,68,0,256.75,394.846,34.0,165.0,5610.0,68,0,73.485,102.618
10,Pessimistic Lock,500,2026-04-13 19:44:46,3,7,0,8.714,1.278,3.5,165.0,577.5,7,0,3.0,4.143
10,Pessimistic Lock,500,2026-04-13 19:44:48,0,1,0,10.0,0.0,0.5,165.0,82.5,1,0,4.0,5.0
10,Pessimistic Lock,800,2026-04-13 19:55:54,716,231,0,620.476,515.026,115.5,92.273,10657.5,31,0,197.035,235.42
10,Pessimistic Lock,800,2026-04-13 19:55:56,315,393,0,796.372,464.012,196.5,165.0,32422.5,393,0,276.374,349.98
10,Pessimistic Lock,800,2026-04-13 19:55:58,22,164,0,484.805,451.27,82.0,165.0,13530.0,164,0,146.994,176.183
10,Pessimistic Lock,800,2026-04-13 19:56:00,4,8,0,7.875,2.368,4.0,165.0,660.0,8,0,2.25,3.25
10,Pessimistic Lock,800,2026-04-13 19:56:02,1,3,0,10.333,0.471,1.5,165.0,247.5,3,0,3.333,4.667
10,Pessimistic Lock,800,2026-04-13 19:56:04,0,1,0,9.0,0.0,0.5,165.0,82.5,1,0,2.0,2.0
10,Pessimistic Lock,1000,2026-04-13 20:07:03,842,245,0,419.159,414.576,122.5,96.429,11812.5,45,0,172.951,237.155
10,Pessimistic Lock,1000,2026-04-13 20:07:05,525,230,0,701.826,513.232,115.0,165.0,18975.0,230,0,202.926,303.339
10,Pessimistic Lock,1000,2026-04-13 20:07:07,187,337,0,842.487,483.554,168.5,165.0,27802.5,337,0,290.84,421.19
10,Pessimistic Lock,1000,2026-04-13 20:07:09,3,185,0,796.746,381.888,92.5,165.0,15262.5,185,0,194.249,252.622
10,Pessimistic Lock,1000,2026-04-13 20:07:11,1,2,0,8.5,2.5,1.0,165.0,165.0,2,0,3.0,4.5
10,Pessimistic Lock,1000,2026-04-13 20:07:13,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
10,Pessimistic Lock,1000,2026-04-13 20:07:15,0,1,0,13.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
10,Spin Lock,500,2026-04-13 20:18:20,326,348,0,370.264,363.566,174.0,112.701,19610.0,148,0,103.33,136.451
10,Spin Lock,500,2026-04-13 20:18:22,8,149,0,327.584,334.885,74.5,165.0,12292.5,149,0,149.732,173.711
10,Spin Lock,500,2026-04-13 20:18:24,0,3,0,8.667,1.7,1.5,165.0,247.5,3,0,2.333,3.667
10,Spin Lock,800,2026-04-13 20:29:23,715,145,0,449.214,442.163,72.5,74.0,5365.0,0,0,129.628,197.586
10,Spin Lock,800,2026-04-13 20:29:25,692,236,0,1055.432,522.805,118.0,143.792,16967.5,181,0,237.356,306.928
10,Spin Lock,800,2026-04-13 20:29:27,17,413,0,953.642,514.978,206.5,165.0,34072.5,413,0,236.467,290.385
10,Spin Lock,800,2026-04-13 20:29:29,2,5,0,8.4,1.96,2.5,165.0,412.5,5,0,2.4,3.4
10,Spin Lock,800,2026-04-13 20:29:31,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
10,Spin Lock,800,2026-04-13 20:29:33,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
10,Spin Lock,800,2026-04-13 20:29:35,0,1,0,8.0,0.0,0.5,165.0,82.5,1,0,2.0,4.0
10,Spin Lock,1000,2026-04-13 20:40:31,924,83,0,71.771,88.212,41.5,74.0,3071.0,0,0,12.892,29.337
10,Spin Lock,1000,2026-04-13 20:40:33,905,15,0,11.933,4.266,7.5,74.0,555.0,0,0,2.2,3.667
10,Spin Lock,1000,2026-04-13 20:40:35,825,87,0,362.023,233.826,43.5,74.0,3219.0,0,0,108.874,145.575
10,Spin Lock,1000,2026-04-13 20:40:37,708,124,0,972.645,465.524,62.0,153.992,9547.5,109,0,290.573,397.766
10,Spin Lock,1000,2026-04-13 20:40:39,273,625,0,1063.158,592.343,312.5,165.0,51562.5,625,0,306.138,408.446
10,Spin Lock,1000,2026-04-13 20:40:41,18,56,0,6.786,6.441,28.0,165.0,4620.0,56,0,1.304,2.125
10,Spin Lock,1000,2026-04-13 20:40:43,0,10,0,8.8,2.993,5.0,165.0,825.0,10,0,2.3,3.7
10,Pub/Sub Lock,500,2026-04-13 20:51:42,413,221,0,377.407,311.997,110.5,88.548,9784.5,29,0,150.054,200.81
10,Pub/Sub Lock,500,2026-04-13 20:51:44,41,253,0,363.304,414.496,126.5,162.217,20520.5,245,0,126.727,153.874
10,Pub/Sub Lock,500,2026-04-13 20:51:46,10,19,0,8.368,2.206,9.5,165.0,1567.5,19,0,2.316,3.474
10,Pub/Sub Lock,500,2026-04-13 20:51:48,3,4,0,10.5,1.5,2.0,165.0,330.0,4,0,3.0,4.25
10,Pub/Sub Lock,500,2026-04-13 20:51:50,0,3,0,12.333,1.247,1.5,165.0,247.5,3,0,4.0,6.0
10,Pub/Sub Lock,800,2026-04-13 21:02:51,712,92,1,212.413,210.662,46.0,77.0,3542.0,0,0,56.054,112.75
10,Pub/Sub Lock,800,2026-04-13 21:02:53,702,21,0,330.286,237.162,10.5,77.0,808.5,0,0,136.333,239.952
10,Pub/Sub Lock,800,2026-04-13 21:02:55,608,78,0,502.064,281.343,39.0,77.0,3003.0,0,0,177.897,239.872
10,Pub/Sub Lock,800,2026-04-13 21:02:57,224,396,0,1059.755,445.18,198.0,163.222,32318.0,388,0,334.058,442.182
10,Pub/Sub Lock,800,2026-04-13 21:02:59,13,206,0,672.917,327.461,103.0,165.0,16995.0,206,0,197.437,265.786
10,Pub/Sub Lock,800,2026-04-13 21:03:01,1,5,0,8.4,2.154,2.5,165.0,412.5,5,0,2.2,3.6
10,Pub/Sub Lock,800,2026-04-13 21:03:03,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
10,Pub/Sub Lock,800,2026-04-13 21:03:05,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,4.0,5.0
10,Pub/Sub Lock,1000,2026-04-13 21:14:09,752,430,0,507.698,489.972,215.0,124.07,26675.0,230,0,174.105,232.365
10,Pub/Sub Lock,1000,2026-04-13 21:14:11,510,258,0,990.605,532.869,129.0,165.0,21285.0,258,0,308.674,405.516
10,Pub/Sub Lock,1000,2026-04-13 21:14:13,124,290,1,725.262,425.605,145.0,165.0,23925.0,290,0,216.538,283.031
10,Pub/Sub Lock,1000,2026-04-13 21:14:15,6,18,0,8.944,3.391,9.0,165.0,1485.0,18,0,2.111,3.333
10,Pub/Sub Lock,1000,2026-04-13 21:14:17,0,3,0,10.667,1.886,1.5,165.0,247.5,3,0,3.667,5.333
10,ZooKeeper Lock,500,2026-04-13 21:25:15,319,181,0,295.674,340.481,90.5,81.851,7407.5,6,0,91.923,106.657
10,ZooKeeper Lock,500,2026-04-13 21:25:17,19,300,0,588.597,404.855,150.0,157.833,23675.0,275,0,187.513,218.563
10,ZooKeeper Lock,500,2026-04-13 21:25:19,0,19,0,8.632,2.64,9.5,165.0,1567.5,19,0,1.947,3.105
10,ZooKeeper Lock,800,2026-04-13 21:36:18,709,109,0,35.422,43.186,54.5,79.0,4305.5,0,0,12.468,16.899
10,ZooKeeper Lock,800,2026-04-13 21:36:20,528,390,1,343.367,281.927,195.0,145.154,28305.0,300,0,121.933,154.89
10,ZooKeeper Lock,800,2026-04-13 21:36:22,153,249,0,213.0,239.222,124.5,165.0,20542.5,249,0,90.478,113.221
10,ZooKeeper Lock,800,2026-04-13 21:36:24,11,44,0,6.636,1.967,22.0,165.0,3630.0,44,0,1.386,2.205
10,ZooKeeper Lock,800,2026-04-13 21:36:26,0,7,0,8.0,3.381,3.5,165.0,577.5,7,0,1.857,3.0
10,ZooKeeper Lock,1000,2026-04-13 21:47:29,923,77,0,61.753,61.806,38.5,79.0,3041.5,0,0,19.026,29.701
10,ZooKeeper Lock,1000,2026-04-13 21:47:31,902,21,0,10.381,2.497,10.5,79.0,829.5,0,0,1.667,2.667
10,ZooKeeper Lock,1000,2026-04-13 21:47:33,419,490,0,1012.294,460.319,245.0,147.098,36039.0,388,0,312.114,359.71
10,ZooKeeper Lock,1000,2026-04-13 21:47:35,24,388,0,677.552,621.029,194.0,165.0,32010.0,388,0,217.557,239.211
10,ZooKeeper Lock,1000,2026-04-13 21:47:37,2,22,0,7.227,2.521,11.0,165.0,1815.0,22,0,1.591,2.455
10,ZooKeeper Lock,1000,2026-04-13 21:47:39,0,2,0,9.5,3.5,1.0,165.0,165.0,2,0,3.0,4.0
10,Adaptive Lock,500,2026-04-22 23:05:53,426,158,0,298.804,311.969,79.0,81.0,6399.0,0,0,74.962,106.886
10,Adaptive Lock,500,2026-04-22 23:05:55,41,301,0,291.346,274.247,150.5,153.279,23068.5,259,0,97.179,130.588
10,Adaptive Lock,500,2026-04-22 23:05:57,3,38,0,5.605,1.647,19.0,165.0,3135.0,38,0,1.368,2.0
10,Adaptive Lock,500,2026-04-22 23:05:59,0,3,0,10.0,1.633,1.5,165.0,247.5,3,0,3.0,4.333
10,Adaptive Lock,800,2026-04-22 23:17:02,707,96,0,254.771,151.954,48.0,81.0,3888.0,0,0,70.49,114.198
10,Adaptive Lock,800,2026-04-22 23:17:04,690,146,0,278.753,132.974,73.0,105.164,7677.0,42,0,102.836,141.425
10,Adaptive Lock,800,2026-04-22 23:17:06,421,242,0,527.413,368.826,121.0,165.0,19965.0,242,0,155.909,205.256
10,Adaptive Lock,800,2026-04-22 23:17:08,23,292,1,759.545,505.496,146.0,165.0,24090.0,292,0,257.884,325.363
10,Adaptive Lock,800,2026-04-22 23:17:10,7,18,0,9.389,3.217,9.0,165.0,1485.0,18,0,3.167,4.5
10,Adaptive Lock,800,2026-04-22 23:17:12,1,5,0,10.8,1.327,2.5,165.0,412.5,5,0,4.0,5.2
10,Adaptive Lock,1000,2026-04-22 23:28:15,912,105,0,302.8,220.366,52.5,81.0,4252.5,0,0,127.952,167.067
10,Adaptive Lock,1000,2026-04-22 23:28:17,712,429,0,688.028,465.743,214.5,146.399,31402.5,334,0,225.065,323.131
10,Adaptive Lock,1000,2026-04-22 23:28:20,196,439,0,770.779,493.504,219.5,165.0,36217.5,439,0,181.909,241.781
10,Adaptive Lock,1000,2026-04-22 23:28:22,5,23,0,7.0,2.043,11.5,165.0,1897.5,23,0,1.565,2.739
10,Adaptive Lock,1000,2026-04-22 23:28:24,2,2,0,9.0,2.0,1.0,165.0,165.0,2,0,2.5,4.0
10,Adaptive Lock,1000,2026-04-22 23:28:26,0,2,0,7.0,2.0,1.0,165.0,165.0,2,0,2.5,3.0
11,Pessimistic Lock,500,2026-04-13 22:14:58,384,117,0,35.111,57.133,58.5,81.0,4738.5,0,0,10.496,14.923
11,Pessimistic Lock,500,2026-04-13 22:15:00,48,356,0,229.228,284.694,178.0,145.416,25884.0,273,0,70.885,102.031
11,Pessimistic Lock,500,2026-04-13 22:15:02,5,23,0,6.957,2.255,11.5,165.0,1897.5,23,0,1.957,3.13
11,Pessimistic Lock,500,2026-04-13 22:15:04,1,4,0,9.5,0.866,2.0,165.0,330.0,4,0,3.25,4.75
11,Pessimistic Lock,800,2026-04-13 22:26:11,703,241,0,767.187,630.084,120.5,95.29,11482.5,41,0,229.651,346.477
11,Pessimistic Lock,800,2026-04-13 22:26:13,453,290,0,393.914,399.735,145.0,165.0,23925.0,290,0,105.514,148.272
11,Pessimistic Lock,800,2026-04-13 22:26:15,18,255,0,720.024,465.972,127.5,165.0,21037.5,255,0,167.949,222.078
11,Pessimistic Lock,800,2026-04-13 22:26:17,0,14,0,6.143,1.767,7.0,165.0,1155.0,14,0,1.643,2.571
11,Pessimistic Lock,1000,2026-04-13 22:37:24,915,89,1,55.0,54.596,44.5,87.607,3898.5,7,0,9.966,18.708
11,Pessimistic Lock,1000,2026-04-13 22:37:26,521,587,0,1177.254,499.773,293.5,148.257,43513.5,470,0,308.629,385.773
11,Pessimistic Lock,1000,2026-04-13 22:37:28,27,307,0,592.534,386.199,153.5,165.0,25327.5,307,0,165.121,224.309
11,Pessimistic Lock,1000,2026-04-13 22:37:30,3,14,0,6.643,1.986,7.0,165.0,1155.0,14,0,2.214,3.214
11,Pessimistic Lock,1000,2026-04-13 22:37:32,0,2,0,9.5,0.5,1.0,165.0,165.0,2,0,4.0,5.0
11,Spin Lock,500,2026-04-13 22:48:29,415,91,0,40.824,49.791,45.5,74.0,3367.0,0,0,8.264,12.923
11,Spin Lock,500,2026-04-13 22:48:31,172,323,0,270.48,260.239,161.5,134.291,21688.0,214,0,87.474,113.783
11,Spin Lock,500,2026-04-13 22:48:33,14,79,0,172.215,285.799,39.5,165.0,6517.5,79,0,38.797,42.127
11,Spin Lock,500,2026-04-13 22:48:35,2,6,0,8.333,3.145,3.0,165.0,495.0,6,0,2.167,3.167
11,Spin Lock,500,2026-04-13 22:48:37,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
11,Spin Lock,800,2026-04-13 22:59:42,720,99,0,163.889,323.611,49.5,74.0,3663.0,0,0,37.384,70.121
11,Spin Lock,800,2026-04-13 22:59:44,604,124,0,1018.903,498.376,62.0,90.879,5634.5,23,0,222.685,330.734
11,Spin Lock,800,2026-04-13 22:59:46,344,413,0,739.157,462.111,206.5,165.0,34072.5,413,0,195.094,245.613
11,Spin Lock,800,2026-04-13 22:59:48,19,153,0,378.503,331.724,76.5,165.0,12622.5,153,0,96.654,135.176
11,Spin Lock,800,2026-04-13 22:59:50,3,10,0,8.7,3.662,5.0,165.0,825.0,10,0,2.0,3.1
11,Spin Lock,800,2026-04-13 22:59:52,0,1,0,13.0,0.0,0.5,165.0,82.5,1,0,5.0,6.0
11,Spin Lock,1000,2026-04-13 23:10:49,914,86,0,136.488,113.312,43.0,74.0,3182.0,0,0,29.721,52.442
11,Spin Lock,1000,2026-04-13 23:10:51,902,12,0,11.0,2.273,6.0,74.0,444.0,0,0,1.667,3.25
11,Spin Lock,1000,2026-04-13 23:10:53,900,2,0,12.0,1.0,1.0,74.0,74.0,0,0,1.5,2.5
11,Spin Lock,1000,2026-04-13 23:10:55,740,181,0,1083.773,384.511,90.5,114.724,10382.5,81,0,301.492,426.453
11,Spin Lock,1000,2026-04-13 23:10:57,588,131,0,817.26,496.758,65.5,165.0,10807.5,131,0,293.038,387.71
11,Spin Lock,1000,2026-04-13 23:10:59,37,551,0,970.897,583.642,275.5,165.0,45457.5,551,0,244.775,298.299
11,Spin Lock,1000,2026-04-13 23:11:01,5,32,0,8.281,3.923,16.0,165.0,2640.0,32,0,2.031,3.188
11,Spin Lock,1000,2026-04-13 23:11:03,2,3,0,8.333,2.867,1.5,165.0,247.5,3,0,2.0,3.0
11,Spin Lock,1000,2026-04-13 23:11:05,0,2,0,12.0,2.0,1.0,165.0,165.0,2,0,3.5,5.0
11,Pub/Sub Lock,500,2026-04-13 23:22:01,427,73,0,14.616,11.876,36.5,77.0,2810.5,0,0,2.986,5.425
11,Pub/Sub Lock,500,2026-04-13 23:22:03,156,271,0,394.251,318.549,135.5,123.76,16769.5,144,0,125.277,160.845
11,Pub/Sub Lock,500,2026-04-13 23:22:05,7,149,0,480.846,394.956,74.5,165.0,12292.5,149,0,149.913,177.832
11,Pub/Sub Lock,500,2026-04-13 23:22:07,2,6,0,9.5,2.566,3.0,165.0,495.0,6,0,2.833,4.0
11,Pub/Sub Lock,500,2026-04-13 23:22:09,1,1,0,12.0,0.0,0.5,165.0,82.5,1,0,4.0,6.0
11,Pub/Sub Lock,800,2026-04-13 23:33:12,726,83,0,10.807,3.403,41.5,77.0,3195.5,0,0,1.904,4.301
11,Pub/Sub Lock,800,2026-04-13 23:33:14,704,15,0,9.8,1.327,7.5,77.0,577.5,0,0,1.6,2.8
11,Pub/Sub Lock,800,2026-04-13 23:33:16,658,186,0,698.602,392.289,93.0,116.742,10857.0,84,0,251.93,296.059
11,Pub/Sub Lock,800,2026-04-13 23:33:18,57,481,0,683.193,454.119,240.5,165.0,39682.5,481,0,227.543,283.304
11,Pub/Sub Lock,800,2026-04-13 23:33:20,4,32,0,6.375,2.607,16.0,165.0,2640.0,32,0,1.688,2.625
11,Pub/Sub Lock,800,2026-04-13 23:33:22,0,3,0,8.667,3.091,1.5,165.0,247.5,3,0,3.0,4.0
11,Pub/Sub Lock,1000,2026-04-13 23:44:23,1000,92,0,498.576,305.572,46.0,77.0,3542.0,0,0,210.717,311.022
11,Pub/Sub Lock,1000,2026-04-13 23:44:25,871,185,0,474.227,544.908,92.5,113.627,10510.5,77,0,189.8,222.535
