Order,Lock,Vuser,DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
21,Pub/Sub Lock,800,2026-04-15 18:47:14,634,170,0,287.688,259.966,85.0,112.2,9537.0,68,0,119.359,179.135
21,Pub/Sub Lock,800,2026-04-15 18:47:16,506,50,0,46.24,55.201,25.0,165.0,4125.0,50,0,18.32,25.84
21,Pub/Sub Lock,800,2026-04-15 18:47:18,246,236,0,396.267,383.781,118.0,165.0,19470.0,236,0,108.525,141.564
21,Pub/Sub Lock,800,2026-04-15 18:47:20,18,228,0,525.404,392.943,114.0,165.0,18810.0,228,0,158.724,199.325
21,Pub/Sub Lock,800,2026-04-15 18:47:22,2,16,0,10.25,3.945,8.0,165.0,1320.0,16,0,2.812,4.25
21,Pub/Sub Lock,800,2026-04-15 18:47:24,0,2,0,12.0,2.0,1.0,165.0,165.0,2,0,3.0,4.5
21,Pub/Sub Lock,1000,2026-04-15 18:58:26,664,363,0,533.675,593.113,181.5,116.515,21147.5,163,0,157.904,186.196
21,Pub/Sub Lock,1000,2026-04-15 18:58:28,605,173,0,810.584,493.773,86.5,165.0,14272.5,173,0,242.092,330.607
21,Pub/Sub Lock,1000,2026-04-15 18:58:30,127,350,0,943.169,449.057,175.0,165.0,28875.0,350,0,280.803,359.28
21,Pub/Sub Lock,1000,2026-04-15 18:58:32,2,112,0,2307.795,907.525,56.0,165.0,9240.0,112,0,448.821,507.464
21,Pub/Sub Lock,1000,2026-04-15 18:58:34,0,2,0,11.0,1.0,1.0,165.0,165.0,2,0,3.0,5.0
21,ZooKeeper Lock,500,2026-04-15 19:09:32,416,84,0,12.964,7.473,42.0,79.0,3318.0,0,0,2.048,3.893
21,ZooKeeper Lock,500,2026-04-15 19:09:34,342,102,0,102.608,64.979,51.0,90.804,4631.0,14,0,22.667,37.559
21,ZooKeeper Lock,500,2026-04-15 19:09:36,69,245,0,128.506,169.53,122.5,155.171,19008.5,217,0,44.547,59.596
21,ZooKeeper Lock,500,2026-04-15 19:09:38,7,62,0,7.661,3.556,31.0,165.0,5115.0,62,0,1.903,2.935
21,ZooKeeper Lock,500,2026-04-15 19:09:40,2,5,0,10.6,1.497,2.5,165.0,412.5,5,0,3.0,4.6
21,ZooKeeper Lock,500,2026-04-15 19:09:42,0,2,0,9.0,1.0,1.0,165.0,165.0,2,0,2.0,3.5
21,ZooKeeper Lock,800,2026-04-15 19:20:48,718,82,0,64.012,70.819,41.0,79.0,3239.0,0,0,16.39,28.768
21,ZooKeeper Lock,800,2026-04-15 19:20:50,338,380,0,609.742,378.212,190.0,138.295,26276.0,262,0,213.266,303.347
21,ZooKeeper Lock,800,2026-04-15 19:20:52,39,299,0,607.017,503.503,149.5,165.0,24667.5,299,0,146.231,176.98
21,ZooKeeper Lock,800,2026-04-15 19:20:54,4,35,0,7.914,3.597,17.5,165.0,2887.5,35,0,2.286,3.343
21,ZooKeeper Lock,800,2026-04-15 19:20:56,0,4,0,9.0,0.707,2.0,165.0,330.0,4,0,2.25,3.25
21,ZooKeeper Lock,1000,2026-04-15 19:31:57,913,177,0,477.87,330.194,88.5,79.0,6991.5,0,0,182.452,219.616
21,ZooKeeper Lock,1000,2026-04-15 19:31:59,896,112,0,664.009,369.944,56.0,147.339,8251.0,89,0,193.098,330.143
21,ZooKeeper Lock,1000,2026-04-15 19:32:01,515,201,0,703.886,445.418,100.5,165.0,16582.5,201,0,198.587,235.199
21,ZooKeeper Lock,1000,2026-04-15 19:32:03,317,197,0,983.203,441.8,98.5,165.0,16252.5,197,0,293.132,391.619
21,ZooKeeper Lock,1000,2026-04-15 19:32:05,21,299,0,590.054,370.518,149.5,165.0,24667.5,299,0,198.672,244.328
21,ZooKeeper Lock,1000,2026-04-15 19:32:07,2,12,0,9.0,2.915,6.0,165.0,990.0,12,0,2.0,3.167
21,ZooKeeper Lock,1000,2026-04-15 19:32:09,0,2,0,10.5,2.5,1.0,165.0,165.0,2,0,2.5,3.5
21,Adaptive Lock,500,2026-04-23 17:57:47,421,149,0,88.483,88.245,74.5,81.0,6034.5,0,0,28.872,47.523
21,Adaptive Lock,500,2026-04-23 17:57:49,58,317,0,485.565,323.048,158.5,151.486,24010.5,266,0,146.864,198.401
21,Adaptive Lock,500,2026-04-23 17:57:51,11,28,0,6.893,2.35,14.0,165.0,2310.0,28,0,1.643,2.5
21,Adaptive Lock,500,2026-04-23 17:57:53,4,3,0,9.667,1.247,1.5,165.0,247.5,3,0,3.667,5.0
21,Adaptive Lock,500,2026-04-23 17:57:55,0,3,0,10.333,0.471,1.5,165.0,247.5,3,0,3.333,5.333
21,Adaptive Lock,800,2026-04-23 18:09:00,618,272,0,412.268,351.888,136.0,103.235,14040.0,72,0,145.257,183.379
21,Adaptive Lock,800,2026-04-23 18:09:02,422,197,0,154.32,207.838,98.5,165.0,16252.5,197,0,69.051,90.137
21,Adaptive Lock,800,2026-04-23 18:09:04,43,303,0,387.525,320.686,151.5,165.0,24997.5,303,0,130.677,172.191
21,Adaptive Lock,800,2026-04-23 18:09:06,6,25,0,7.84,2.633,12.5,165.0,2062.5,25,0,2.28,3.4
21,Adaptive Lock,800,2026-04-23 18:09:08,1,2,0,8.5,2.5,1.0,165.0,165.0,2,0,3.0,4.5
21,Adaptive Lock,800,2026-04-23 18:09:10,1,1,0,9.0,0.0,0.5,165.0,82.5,1,0,3.0,4.0
21,Adaptive Lock,1000,2026-04-23 18:20:12,910,90,0,72.733,67.736,45.0,81.0,3645.0,0,0,18.722,37.322
21,Adaptive Lock,1000,2026-04-23 18:20:14,900,106,0,1348.538,554.46,53.0,143.604,7611.0,79,0,370.557,487.019
21,Adaptive Lock,1000,2026-04-23 18:20:16,615,194,0,618.289,344.612,97.0,129.062,12519.0,111,0,276.479,352.608
21,Adaptive Lock,1000,2026-04-23 18:20:18,114,531,0,920.371,395.937,265.5,165.0,43807.5,531,0,274.637,375.369
21,Adaptive Lock,1000,2026-04-23 18:20:20,8,74,0,713.081,403.513,37.0,165.0,6105.0,74,0,208.162,227.757
21,Adaptive Lock,1000,2026-04-23 18:20:22,2,4,0,10.0,1.871,2.0,165.0,330.0,4,0,3.25,4.5
21,Adaptive Lock,1000,2026-04-23 18:20:24,0,1,0,5.0,0.0,0.5,165.0,82.5,1,0,2.0,2.0
22,Pessimistic Lock,500,2026-04-15 20:22:20,410,90,0,199.211,154.13,45.0,81.0,3645.0,0,0,52.778,80.644
22,Pessimistic Lock,500,2026-04-15 20:22:22,400,86,0,320.733,197.388,43.0,81.0,3483.0,0,0,151.163,178.279
22,Pessimistic Lock,500,2026-04-15 20:22:24,28,296,0,439.459,289.033,148.0,158.189,23412.0,272,0,138.22,186.226
22,Pessimistic Lock,500,2026-04-15 20:22:26,4,24,0,7.958,3.034,12.0,165.0,1980.0,24,0,2.75,3.833
22,Pessimistic Lock,500,2026-04-15 20:22:28,0,4,0,10.5,2.179,2.0,165.0,330.0,4,0,3.75,5.5
22,Pessimistic Lock,800,2026-04-15 20:33:33,714,86,0,75.442,67.941,43.0,81.0,3483.0,0,0,18.186,36.837
22,Pessimistic Lock,800,2026-04-15 20:33:35,700,43,0,99.465,89.661,21.5,81.0,1741.5,0,0,44.442,103.419
22,Pessimistic Lock,800,2026-04-15 20:33:37,519,152,0,348.382,247.57,76.0,125.763,9558.0,81,0,89.408,167.941
22,Pessimistic Lock,800,2026-04-15 20:33:39,133,385,1,899.226,375.055,192.5,165.0,31762.5,385,0,298.704,394.166
22,Pessimistic Lock,800,2026-04-15 20:33:41,8,125,0,493.088,320.76,62.5,165.0,10312.5,125,0,131.872,179.344
22,Pessimistic Lock,800,2026-04-15 20:33:43,1,7,0,8.0,3.162,3.5,165.0,577.5,7,0,2.143,3.286
22,Pessimistic Lock,800,2026-04-15 20:33:45,0,1,0,10.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
22,Pessimistic Lock,1000,2026-04-15 20:44:43,919,81,0,96.395,91.231,40.5,81.0,3280.5,0,0,26.42,62.654
22,Pessimistic Lock,1000,2026-04-15 20:44:45,902,17,0,10.588,2.353,8.5,81.0,688.5,0,0,2.647,4.412
22,Pessimistic Lock,1000,2026-04-15 20:44:47,730,222,0,665.117,421.699,111.0,133.973,14871.0,140,0,225.333,299.698
22,Pessimistic Lock,1000,2026-04-15 20:44:49,435,245,0,701.673,697.627,122.5,158.143,19372.5,225,0,174.861,288.482
22,Pessimistic Lock,1000,2026-04-15 20:44:51,20,415,0,731.357,389.222,207.5,165.0,34237.5,415,0,233.523,311.369
22,Pessimistic Lock,1000,2026-04-15 20:44:53,5,15,0,6.8,2.166,7.5,165.0,1237.5,15,0,2.2,3.067
22,Pessimistic Lock,1000,2026-04-15 20:44:55,0,5,0,7.8,2.135,2.5,165.0,412.5,5,0,2.2,3.8
22,Spin Lock,500,2026-04-15 20:55:52,412,90,0,17.067,20.296,45.0,74.0,3330.0,0,0,2.656,4.356
22,Spin Lock,500,2026-04-15 20:55:54,305,164,0,398.665,405.721,82.0,103.963,8525.0,54,0,135.573,158.055
22,Spin Lock,500,2026-04-15 20:55:56,25,233,0,518.979,369.543,116.5,165.0,19222.5,233,0,160.691,199.614
22,Spin Lock,500,2026-04-15 20:55:58,3,10,0,8.3,2.9,5.0,165.0,825.0,10,0,2.7,4.0
22,Spin Lock,500,2026-04-15 20:56:00,1,2,0,9.5,2.5,1.0,165.0,165.0,2,0,2.5,3.5
22,Spin Lock,500,2026-04-15 20:56:02,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,4.0,6.0
22,Spin Lock,800,2026-04-15 21:07:05,716,124,1,105.532,144.766,62.0,74.0,4588.0,0,0,33.927,54.952
22,Spin Lock,800,2026-04-15 21:07:07,478,398,0,697.319,589.385,199.0,147.852,29422.5,323,0,172.183,219.289
22,Spin Lock,800,2026-04-15 21:07:09,49,244,1,424.926,430.03,122.0,165.0,20130.0,244,0,146.434,170.381
22,Spin Lock,800,2026-04-15 21:07:11,4,28,0,6.643,3.647,14.0,165.0,2310.0,28,0,1.75,2.607
22,Spin Lock,800,2026-04-15 21:07:13,1,3,0,13.0,2.16,1.5,165.0,247.5,3,0,4.0,5.667
22,Spin Lock,800,2026-04-15 21:07:15,0,1,0,11.0,0.0,0.5,165.0,82.5,1,0,4.0,5.0
22,Spin Lock,1000,2026-04-15 21:18:18,919,94,0,62.415,64.598,47.0,74.0,3478.0,0,0,13.787,22.319
22,Spin Lock,1000,2026-04-15 21:18:20,838,236,0,925.085,487.789,118.0,124.127,14647.0,130,0,347.856,417.326
22,Spin Lock,1000,2026-04-15 21:18:22,128,542,0,952.804,425.58,271.0,165.0,44715.0,542,0,261.649,359.0
22,Spin Lock,1000,2026-04-15 21:18:24,4,124,0,727.298,414.235,62.0,165.0,10230.0,124,0,171.306,223.532
22,Spin Lock,1000,2026-04-15 21:18:27,0,4,0,10.5,2.291,2.0,165.0,330.0,4,0,3.25,4.5
22,Pub/Sub Lock,500,2026-04-15 21:29:24,416,91,0,74.703,73.676,45.5,77.0,3503.5,0,0,17.835,36.22
22,Pub/Sub Lock,500,2026-04-15 21:29:26,187,281,0,95.413,99.127,140.5,130.865,18386.5,172,0,36.018,48.698
22,Pub/Sub Lock,500,2026-04-15 21:29:28,30,104,1,7.846,8.453,52.0,165.0,8580.0,104,0,2.577,3.567
22,Pub/Sub Lock,500,2026-04-15 21:29:30,2,21,0,9.619,3.199,10.5,165.0,1732.5,21,0,2.667,4.19
22,Pub/Sub Lock,500,2026-04-15 21:29:32,0,2,0,5.5,0.5,1.0,165.0,165.0,2,0,1.5,2.0
22,Pub/Sub Lock,800,2026-04-15 21:40:39,710,90,0,186.044,109.995,45.0,77.0,3465.0,0,0,49.222,94.367
22,Pub/Sub Lock,800,2026-04-15 21:40:41,632,212,0,500.066,358.047,106.0,119.34,12650.0,102,0,179.231,252.618
22,Pub/Sub Lock,800,2026-04-15 21:40:43,40,458,0,794.856,534.684,229.0,165.0,37785.0,458,0,201.493,268.849
22,Pub/Sub Lock,800,2026-04-15 21:40:45,5,35,0,6.0,2.849,17.5,165.0,2887.5,35,0,1.571,2.514
22,Pub/Sub Lock,800,2026-04-15 21:40:47,1,4,0,11.5,1.658,2.0,165.0,330.0,4,0,3.5,4.75
22,Pub/Sub Lock,800,2026-04-15 21:40:49,0,1,0,11.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
22,Pub/Sub Lock,1000,2026-04-15 21:51:48,916,108,0,103.75,129.41,54.0,77.0,4158.0,0,0,34.769,71.426
22,Pub/Sub Lock,1000,2026-04-15 21:51:50,817,136,0,281.14,258.0,68.0,105.471,7172.0,44,0,95.316,136.324
22,Pub/Sub Lock,1000,2026-04-15 21:51:52,520,419,0,1137.289,557.838,209.5,165.0,34567.5,419,0,347.136,439.325
22,Pub/Sub Lock,1000,2026-04-15 21:51:54,17,320,0,1241.866,415.277,160.0,165.0,26400.0,320,0,424.447,475.125
22,Pub/Sub Lock,1000,2026-04-15 21:51:56,3,14,0,12.5,18.368,7.0,165.0,1155.0,14,0,6.071,7.143
22,Pub/Sub Lock,1000,2026-04-15 21:51:58,0,3,0,10.667,2.867,1.5,165.0,247.5,3,0,2.333,3.333
22,ZooKeeper Lock,500,2026-04-15 22:02:57,411,89,0,111.506,104.249,44.5,79.0,3515.5,0,0,27.933,43.292
22,ZooKeeper Lock,500,2026-04-15 22:02:59,147,264,0,489.867,349.444,132.0,128.841,17007.0,153,0,134.773,176.841
22,ZooKeeper Lock,500,2026-04-15 22:03:01,11,136,0,512.279,405.763,68.0,165.0,11220.0,136,0,137.213,170.25
22,ZooKeeper Lock,500,2026-04-15 22:03:03,3,8,0,13.0,1.658,4.0,165.0,660.0,8,0,3.625,4.875
22,ZooKeeper Lock,500,2026-04-15 22:03:05,0,3,0,10.0,3.559,1.5,165.0,247.5,3,0,2.667,3.333
22,ZooKeeper Lock,800,2026-04-15 22:14:12,481,529,0,811.323,480.24,264.5,132.486,35042.5,329,0,217.769,257.647
22,ZooKeeper Lock,800,2026-04-15 22:14:14,42,245,0,497.127,437.55,122.5,165.0,20212.5,245,0,133.6,179.367
22,ZooKeeper Lock,800,2026-04-15 22:14:16,10,16,0,8.5,2.806,8.0,165.0,1320.0,16,0,1.75,2.812
22,ZooKeeper Lock,800,2026-04-15 22:14:18,3,7,0,9.714,1.485,3.5,165.0,577.5,7,0,2.714,3.714
22,ZooKeeper Lock,800,2026-04-15 22:14:20,1,3,0,13.0,1.414,1.5,165.0,247.5,3,0,3.0,4.667
22,ZooKeeper Lock,1000,2026-04-15 22:25:22,914,86,0,110.605,110.16,43.0,79.0,3397.0,0,0,32.198,61.698
22,ZooKeeper Lock,1000,2026-04-15 22:25:24,808,149,0,536.107,321.868,74.5,103.242,7691.5,42,0,219.839,321.544
22,ZooKeeper Lock,1000,2026-04-15 22:25:26,426,339,0,934.997,524.603,169.5,163.224,27666.5,332,0,265.286,337.959
22,ZooKeeper Lock,1000,2026-04-15 22:25:28,27,399,0,1030.063,549.175,199.5,165.0,32917.5,399,0,247.759,306.158
22,ZooKeeper Lock,1000,2026-04-15 22:25:30,4,23,0,7.957,2.805,11.5,165.0,1897.5,23,0,1.739,2.87
22,ZooKeeper Lock,1000,2026-04-15 22:25:32,1,3,0,12.333,5.249,1.5,165.0,247.5,3,0,3.0,4.333
22,ZooKeeper Lock,1000,2026-04-15 22:25:34,0,1,0,14.0,0.0,0.5,165.0,82.5,1,0,5.0,7.0
22,Adaptive Lock,500,2026-04-23 18:36:05,422,86,0,27.093,27.797,43.0,81.0,3483.0,0,0,5.0,11.337
22,Adaptive Lock,500,2026-04-23 18:36:07,403,185,0,606.746,397.76,92.5,113.238,10474.5,71,0,163.346,227.416
22,Adaptive Lock,500,2026-04-23 18:36:09,25,220,0,497.218,377.622,110.0,165.0,18150.0,220,0,239.6,273.809
22,Adaptive Lock,500,2026-04-23 18:36:11,3,7,0,7.857,3.399,3.5,165.0,577.5,7,0,2.571,3.429
22,Adaptive Lock,500,2026-04-23 18:36:13,1,1,0,10.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
22,Adaptive Lock,500,2026-04-23 18:36:15,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
22,Adaptive Lock,500,2026-04-23 18:36:17,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,5.0,6.0
22,Adaptive Lock,800,2026-04-23 18:47:19,719,86,0,92.628,76.765,43.0,81.0,3483.0,0,0,25.209,38.802
22,Adaptive Lock,800,2026-04-23 18:47:21,469,329,0,408.03,340.282,164.5,135.894,22354.5,215,0,170.505,224.277
22,Adaptive Lock,800,2026-04-23 18:47:23,140,343,0,355.274,363.346,171.5,165.0,28297.5,343,0,85.464,119.259
22,Adaptive Lock,800,2026-04-23 18:47:25,6,37,0,5.946,3.013,18.5,165.0,3052.5,37,0,1.486,2.649
22,Adaptive Lock,800,2026-04-23 18:47:27,0,5,0,9.4,1.855,2.5,165.0,412.5,5,0,2.6,3.8
22,Adaptive Lock,1000,2026-04-23 18:58:31,819,188,0,580.074,549.593,94.0,81.0,7614.0,0,0,155.553,218.314
22,Adaptive Lock,1000,2026-04-23 18:58:33,535,346,0,647.705,466.856,173.0,162.087,28041.0,334,0,230.095,300.986
22,Adaptive Lock,1000,2026-04-23 18:58:35,249,425,0,524.654,419.449,212.5,165.0,35062.5,425,0,174.866,205.765
22,Adaptive Lock,1000,2026-04-23 18:58:37,12,30,0,9.5,7.256,15.0,165.0,2475.0,30,0,1.767,2.733
22,Adaptive Lock,1000,2026-04-23 18:58:39,2,9,0,8.333,2.494,4.5,165.0,742.5,9,0,2.444,3.556
22,Adaptive Lock,1000,2026-04-23 18:58:41,0,2,0,12.0,1.0,1.0,165.0,165.0,2,0,3.5,5.5
23,Pessimistic Lock,500,2026-04-15 22:57:41,348,257,0,184.105,202.84,128.5,99.63,12802.5,57,0,82.416,116.817
23,Pessimistic Lock,500,2026-04-15 22:57:43,67,199,0,278.99,310.044,99.5,165.0,16417.5,199,0,133.719,170.312
23,Pessimistic Lock,500,2026-04-15 22:57:45,11,33,0,6.97,3.973,16.5,165.0,2722.5,33,0,1.939,2.848
23,Pessimistic Lock,500,2026-04-15 22:57:47,2,9,0,8.0,3.232,4.5,165.0,742.5,9,0,2.556,3.667
23,Pessimistic Lock,500,2026-04-15 22:57:49,0,2,0,9.5,0.5,1.0,165.0,165.0,2,0,3.0,4.0
23,Pessimistic Lock,800,2026-04-15 23:08:54,735,121,0,559.669,297.151,60.5,82.388,4984.5,2,0,147.636,292.182
23,Pessimistic Lock,800,2026-04-15 23:08:56,413,266,0,741.368,386.238,133.0,139.421,18543.0,185,0,246.944,322.56
23,Pessimistic Lock,800,2026-04-15 23:08:58,86,331,0,574.719,334.703,165.5,165.0,27307.5,331,0,167.906,245.934
23,Pessimistic Lock,800,2026-04-15 23:09:00,7,75,0,102.853,157.649,37.5,165.0,6187.5,75,0,33.613,48.333
23,Pessimistic Lock,800,2026-04-15 23:09:02,1,6,0,8.333,1.599,3.0,165.0,495.0,6,0,2.833,4.0
23,Pessimistic Lock,800,2026-04-15 23:09:04,0,1,0,9.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
23,Pessimistic Lock,1000,2026-04-15 23:20:05,906,98,0,255.561,168.459,49.0,81.0,3969.0,0,0,115.378,137.102
23,Pessimistic Lock,1000,2026-04-15 23:20:07,852,157,0,245.554,242.949,78.5,110.427,8668.5,55,0,91.083,147.217
23,Pessimistic Lock,1000,2026-04-15 23:20:09,639,161,0,147.658,172.251,80.5,165.0,13282.5,161,0,60.839,79.516
23,Pessimistic Lock,1000,2026-04-15 23:20:11,49,535,0,739.209,456.814,267.5,165.0,44137.5,535,0,211.536,282.23
23,Pessimistic Lock,1000,2026-04-15 23:20:13,9,40,0,5.625,1.56,20.0,165.0,3300.0,40,0,1.55,2.35
23,Pessimistic Lock,1000,2026-04-15 23:20:15,0,9,0,5.889,1.663,4.5,165.0,742.5,9,0,2.111,3.0
23,Spin Lock,500,2026-04-15 23:31:11,415,90,0,21.711,34.912,45.0,74.0,3330.0,0,0,3.167,5.056
23,Spin Lock,500,2026-04-15 23:31:13,403,171,0,643.386,375.787,85.5,106.462,9102.5,61,0,187.304,218.298
23,Spin Lock,500,2026-04-15 23:31:15,49,211,0,196.995,191.869,105.5,165.0,17407.5,211,0,75.507,102.024
23,Spin Lock,500,2026-04-15 23:31:17,7,23,0,7.913,2.685,11.5,165.0,1897.5,23,0,2.217,3.304
23,Spin Lock,500,2026-04-15 23:31:19,2,5,0,10.4,1.02,2.5,165.0,412.5,5,0,3.2,4.4
23,Spin Lock,800,2026-04-15 23:42:28,162,637,1,857.873,524.295,318.5,136.429,43452.5,437,0,259.279,314.25
23,Spin Lock,800,2026-04-15 23:42:30,6,156,0,392.064,369.638,78.0,165.0,12870.0,156,0,139.615,164.173
23,Spin Lock,800,2026-04-15 23:42:32,0,6,0,9.0,2.449,3.0,165.0,495.0,6,0,2.667,3.5
23,Spin Lock,1000,2026-04-15 23:53:36,918,86,0,79.43,85.263,43.0,74.0,3182.0,0,0,19.663,42.105
23,Spin Lock,1000,2026-04-15 23:53:38,718,202,0,896.01,554.966,101.0,113.644,11478.0,88,0,299.772,343.307
23,Spin Lock,1000,2026-04-15 23:53:40,616,102,0,657.549,449.123,51.0,165.0,8415.0,102,0,353.735,400.422
23,Spin Lock,1000,2026-04-15 23:53:42,57,578,0,858.976,454.985,289.0,165.0,47685.0,578,0,267.386,347.621
23,Spin Lock,1000,2026-04-15 23:53:44,14,25,0,9.2,3.622,12.5,165.0,2062.5,25,0,2.28,3.64
23,Spin Lock,1000,2026-04-15 23:53:46,0,7,0,9.143,2.167,3.5,165.0,577.5,7,0,2.571,3.857
23,Pub/Sub Lock,500,2026-04-16 00:04:42,424,76,0,11.447,6.498,38.0,77.0,2926.0,0,0,2.303,3.934
23,Pub/Sub Lock,500,2026-04-16 00:04:44,404,20,0,9.6,3.865,10.0,77.0,770.0,0,0,2.25,3.1
23,Pub/Sub Lock,500,2026-04-16 00:04:46,48,356,0,438.042,281.356,178.0,139.292,24794.0,252,0,193.022,237.598
23,Pub/Sub Lock,500,2026-04-16 00:04:48,7,41,0,6.976,2.926,20.5,165.0,3382.5,41,0,1.854,3.024
23,Pub/Sub Lock,500,2026-04-16 00:04:50,1,6,0,10.333,1.795,3.0,165.0,495.0,6,0,3.0,4.0
23,Pub/Sub Lock,500,2026-04-16 00:04:52,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
23,Pub/Sub Lock,800,2026-04-16 00:15:56,723,137,0,146.38,183.659,68.5,77.0,5274.5,0,0,55.036,75.46
23,Pub/Sub Lock,800,2026-04-16 00:15:58,555,223,0,393.556,400.645,111.5,140.139,15625.5,160,0,122.484,166.049
23,Pub/Sub Lock,800,2026-04-16 00:16:00,258,284,0,325.433,312.715,142.0,165.0,23430.0,284,0,136.342,190.366
23,Pub/Sub Lock,800,2026-04-16 00:16:02,22,140,0,89.0,131.049,70.0,165.0,11550.0,140,0,35.357,38.721
23,Pub/Sub Lock,800,2026-04-16 00:16:04,3,15,0,9.333,2.867,7.5,165.0,1237.5,15,0,2.8,4.067
23,Pub/Sub Lock,800,2026-04-16 00:16:06,0,1,0,8.0,0.0,0.5,165.0,82.5,1,0,3.0,4.0
23,Pub/Sub Lock,1000,2026-04-16 00:27:05,907,133,0,401.654,246.455,66.5,77.0,5120.5,0,0,169.647,275.18
23,Pub/Sub Lock,1000,2026-04-16 00:27:07,870,112,0,287.42,355.574,56.0,112.357,6292.0,45,0,100.304,156.268
23,Pub/Sub Lock,1000,2026-04-16 00:27:09,503,294,0,415.378,454.701,147.0,165.0,24255.0,294,0,117.514,155.711
23,Pub/Sub Lock,1000,2026-04-16 00:27:11,321,337,0,639.122,422.78,168.5,165.0,27802.5,337,0,206.309,281.098
23,Pub/Sub Lock,1000,2026-04-16 00:27:13,7,119,0,774.58,441.618,59.5,165.0,9817.5,119,0,207.269,271.227
23,Pub/Sub Lock,1000,2026-04-16 00:27:15,2,4,0,11.25,0.829,2.0,165.0,330.0,4,0,4.25,5.25
23,Pub/Sub Lock,1000,2026-04-16 00:27:17,0,1,0,9.0,0.0,0.5,165.0,82.5,1,0,2.0,4.0
23,ZooKeeper Lock,500,2026-04-16 00:38:16,394,195,1,564.364,561.427,97.5,79.441,7745.5,1,0,106.287,151.272
23,ZooKeeper Lock,500,2026-04-16 00:38:18,45,259,0,385.108,473.213,129.5,163.34,21152.5,254,0,118.587,144.015
23,ZooKeeper Lock,500,2026-04-16 00:38:20,12,39,0,9.103,3.733,19.5,165.0,3217.5,39,0,2.436,3.41
23,ZooKeeper Lock,500,2026-04-16 00:38:22,2,4,0,14.0,4.95,2.0,165.0,330.0,4,0,3.5,5.75
23,ZooKeeper Lock,500,2026-04-16 00:38:24,1,1,0,14.0,0.0,0.5,165.0,82.5,1,0,4.0,5.0
23,ZooKeeper Lock,500,2026-04-16 00:38:26,0,1,0,12.0,0.0,0.5,165.0,82.5,1,0,4.0,5.0
23,ZooKeeper Lock,800,2026-04-16 00:49:27,711,92,0,189.522,136.524,46.0,79.0,3634.0,0,0,46.033,78.848
23,ZooKeeper Lock,800,2026-04-16 00:49:29,702,98,0,819.745,394.007,49.0,79.0,3871.0,0,0,236.112,263.061
23,ZooKeeper Lock,800,2026-04-16 00:49:31,486,354,0,559.992,409.383,177.0,162.571,28775.0,344,0,186.0,210.989
23,ZooKeeper Lock,800,2026-04-16 00:49:33,62,226,0,371.336,494.754,113.0,165.0,18645.0,226,0,114.053,119.292
23,ZooKeeper Lock,800,2026-04-16 00:49:35,6,29,0,7.414,2.977,14.5,165.0,2392.5,29,0,1.655,2.621
23,ZooKeeper Lock,800,2026-04-16 00:49:37,0,1,0,13.0,0.0,0.5,165.0,82.5,1,0,3.0,5.0
23,ZooKeeper Lock,1000,2026-04-16 01:00:40,840,171,0,134.661,156.622,85.5,79.0,6754.5,0,0,37.532,64.31
23,ZooKeeper Lock,1000,2026-04-16 01:00:42,530,337,0,821.697,467.345,168.5,157.599,26555.5,308,0,221.217,274.855
23,ZooKeeper Lock,1000,2026-04-16 01:00:44,211,464,0,941.067,511.612,232.0,165.0,38280.0,464,0,221.897,258.502
23,ZooKeeper Lock,1000,2026-04-16 01:00:46,5,26,0,9.654,5.313,13.0,165.0,2145.0,26,0,2.038,3.154
23,ZooKeeper Lock,1000,2026-04-16 01:00:48,0,2,0,8.5,2.5,1.0,165.0,165.0,2,0,2.0,4.0
23,Adaptive Lock,500,2026-04-23 19:53:38,319,240,0,471.521,392.749,120.0,95.35,11442.0,41,0,145.088,181.629
23,Adaptive Lock,500,2026-04-23 19:53:40,22,250,0,548.856,408.535,125.0,164.664,20583.0,249,0,155.32,190.236
23,Adaptive Lock,500,2026-04-23 19:53:42,1,9,0,6.778,2.615,4.5,165.0,742.5,9,0,1.778,2.778
23,Adaptive Lock,500,2026-04-23 19:53:44,0,1,0,10.0,0.0,0.5,165.0,82.5,1,0,3.0,4.0
23,Adaptive Lock,800,2026-04-23 20:04:48,722,78,0,12.397,11.781,39.0,81.0,3159.0,0,0,2.077,4.397
23,Adaptive Lock,800,2026-04-23 20:04:50,704,62,0,115.065,99.059,31.0,81.0,2511.0,0,0,44.629,66.565
23,Adaptive Lock,800,2026-04-23 20:04:52,529,131,0,218.817,177.147,65.5,126.527,8287.5,71,0,75.542,99.931
23,Adaptive Lock,800,2026-04-23 20:04:54,179,391,0,154.486,161.631,195.5,165.0,32257.5,391,0,58.292,75.23
